seconds_elapsed,latitude,longitude,horizontalAccuracy,speed,score,eligible
500.066,37.1893047,127.0988656,14.0,3.001,44,True
501.066,37.1893284,127.0988556,14.01,2.892,48,True
502.066,37.1893552,127.0988473,14.02,2.945,48,True
503.066,37.18938,127.0988378,14.03,2.86,51,True
504.066,37.1894037,127.0988239,14.04,2.825,51,True
505.066,37.1894299,127.0988135,14.05,2.894,44,True
506.066,37.1894563,127.0988035,14.06,2.948,44,True
507.066,37.1894804,127.0987959,14.07,2.814,42,True
508.066,37.1894987,127.0987851,14.08,2.452,42,True
509.066,37.1895172,127.0987763,14.09,2.263,56,True
510.066,37.1895306,127.0987703,14.1,1.889,56,True
511.066,37.1895388,127.0987688,14.11,1.273,0,False
512.066,37.1895418,127.0987723,14.11,0.66,0,False
513.066,37.1895417,127.0987707,14.12,0.237,0,False
514.066,37.1895435,127.0987708,14.13,0.228,0,False
515.066,37.1895423,127.0987704,14.13,0.027,0,False
516.066,37.1895418,127.0987704,14.14,0.0,0,False
517.066,37.1895438,127.0987704,14.14,0.112,0,False
518.066,37.1895434,127.0987703,14.15,0.085,0,False
519.066,37.1895421,127.0987693,14.15,0.044,0,False
520.066,37.1895418,127.0987692,14.16,0.0,0,False
521.066,37.1895418,127.0987692,14.16,0.0,0,False
522.066,37.1895427,127.0987718,14.17,0.055,0,False
523.066,37.189542,127.0987719,14.17,0.024,0,False
524.066,37.1895418,127.0987718,14.17,0.0,0,False
525.066,37.1895418,127.0987718,14.18,0.0,0,False
526.066,37.1895418,127.0987718,14.18,0.0,0,False
527.066,37.1895418,127.0987718,14.18,0.0,0,False
528.066,37.1895418,127.0987718,14.19,0.0,0,False
529.066,37.1895418,127.0987718,14.19,0.0,0,False
530.066,37.1895418,127.0987718,14.19,0.0,0,False
531.066,37.1895418,127.0987718,14.2,0.0,0,False
532.066,37.1895418,127.0987718,14.2,0.0,0,False
533.066,37.1895418,127.0987718,14.2,0.0,0,False
534.066,37.1895418,127.0987718,14.2,0.0,0,False
535.066,37.1895418,127.0987718,14.2,0.0,0,False
536.066,37.1895418,127.0987718,14.21,0.0,0,False
537.066,37.1895418,127.0987718,14.21,0.0,0,False
538.066,37.1895418,127.0987718,14.21,0.0,0,False
539.066,37.1895418,127.0987718,14.21,0.0,0,False
540.066,37.1895418,127.0987718,14.21,0.0,0,False
541.066,37.1895418,127.0987718,14.22,0.0,0,False
542.066,37.1895418,127.0987718,14.22,0.0,0,False
543.066,37.1895418,127.0987718,14.22,0.0,0,False
544.066,37.1895418,127.0987718,14.22,0.0,0,False
545.066,37.1895418,127.0987718,14.22,0.0,0,False
546.066,37.1895418,127.0987718,14.22,0.0,0,False
547.066,37.1895418,127.0987718,14.22,0.0,0,False
548.066,37.1895418,127.0987718,14.22,0.0,0,False
549.066,37.1895418,127.0987718,14.23,0.0,0,False
550.066,37.1895418,127.0987718,14.23,0.0,0,False
551.066,37.1895418,127.0987718,14.23,0.0,0,False
552.066,37.1895418,127.0987718,14.23,0.0,0,False
553.066,37.1895418,127.0987718,14.23,0.0,0,False
554.066,37.1895418,127.0987718,14.23,0.0,0,False
555.066,37.1895418,127.0987718,14.23,0.0,0,False
556.066,37.1895418,127.0987718,14.23,0.0,0,False
557.066,37.1895418,127.0987718,14.23,0.0,0,False
558.066,37.1895418,127.0987718,14.23,0.0,0,False
559.066,37.189541,127.0987696,14.23,0.0,0,False
560.066,37.189541,127.0987696,14.23,0.0,0,False
561.066,37.189541,127.0987696,14.24,0.0,0,False
562.066,37.1895409,127.0987711,14.24,0.128,0,False
563.066,37.1895394,127.0987698,14.24,0.052,0,False
564.066,37.1895394,127.0987706,14.24,0.0,0,False
565.066,37.1895394,127.0987706,14.24,0.0,0,False
566.066,37.1895394,127.0987706,14.24,0.0,0,False
567.066,37.1895394,127.0987706,14.24,0.0,0,False
568.066,37.1895394,127.0987706,14.24,0.0,0,False
569.066,37.1895394,127.0987706,14.24,0.0,0,False
570.066,37.1895394,127.0987706,14.24,0.0,0,False
571.066,37.1895394,127.0987706,14.24,0.0,0,False
572.066,37.1895394,127.0987706,14.24,0.0,0,False
573.066,37.1895394,127.0987706,14.24,0.0,0,False
574.066,37.1895394,127.0987706,14.24,0.0,0,False
575.066,37.1895394,127.0987706,14.24,0.0,0,False
576.066,37.1895394,127.0987706,14.24,0.0,0,False
577.066,37.1895394,127.0987706,14.24,0.0,0,False
578.066,37.1895394,127.0987706,14.24,0.0,0,False
579.066,37.1895394,127.0987706,14.24,0.0,0,False
580.066,37.1895394,127.0987706,14.24,0.0,0,False
581.066,37.1895394,127.0987706,14.24,0.0,0,False
582.066,37.1895394,127.0987706,14.24,0.0,0,False
583.066,37.1895394,127.0987706,14.24,0.0,0,False
584.066,37.1895394,127.0987706,14.24,0.0,0,False
585.066,37.1895394,127.0987706,14.24,0.0,0,False
586.066,37.1895394,127.0987706,14.24,0.0,0,False
587.066,37.1895394,127.0987706,14.24,0.0,0,False
588.066,37.1895394,127.0987706,14.24,0.0,0,False
589.066,37.1895394,127.0987706,14.24,0.0,0,False
590.066,37.1895394,127.0987706,14.24,0.0,0,False
591.066,37.1895394,127.0987706,14.24,0.0,0,False
592.066,37.1895394,127.0987706,14.24,0.0,0,False
593.066,37.1895394,127.0987706,14.24,0.0,0,False
594.066,37.1895394,127.0987706,14.24,0.0,0,False
595.066,37.1895394,127.0987706,14.24,0.0,0,False
596.066,37.1895394,127.0987706,14.24,0.0,0,False
597.066,37.1895394,127.0987706,14.24,0.0,0,False
598.066,37.1895394,127.0987706,14.24,0.0,0,False
599.066,37.1895394,127.0987706,14.24,0.0,0,False
600.066,37.1895394,127.0987706,14.24,0.0,0,False
601.066,37.1895394,127.0987706,14.24,0.0,0,False
602.066,37.1895394,127.0987706,14.24,0.0,0,False
603.066,37.1895394,127.0987706,14.24,0.0,0,False
604.066,37.1895394,127.0987706,14.24,0.0,0,False
605.066,37.1895394,127.0987706,14.24,0.0,0,False
606.066,37.1895394,127.0987706,14.24,0.0,0,False
607.066,37.1895413,127.0987763,14.24,0.0,0,False
608.066,37.189542,127.0987763,14.24,0.069,0,False
609.066,37.1895437,127.098777,14.25,0.091,0,False
610.066,37.1895452,127.098777,14.25,0.143,0,False
611.066,37.1895437,127.0987775,14.25,0.0,0,False
612.066,37.1895437,127.0987775,14.25,0.0,0,False
613.066,37.1895437,127.0987775,14.25,0.0,0,False
614.066,37.1895455,127.0987779,14.25,0.068,0,False
615.066,37.1895453,127.0987779,14.25,0.0,0,False
616.066,37.1895453,127.0987779,14.25,0.0,0,False
617.066,37.1895453,127.0987779,14.25,0.0,0,False
618.066,37.1895453,127.0987779,14.25,0.0,0,False
619.066,37.1895453,127.0987779,14.25,0.0,0,False
620.066,37.1895453,127.0987779,14.25,0.0,0,False
621.066,37.1895453,127.0987779,14.25,0.0,0,False
622.066,37.1895453,127.0987779,14.25,0.0,0,False
623.066,37.1895524,127.0987752,14.25,0.604,0,False
624.066,37.1895679,127.098767,14.25,1.361,0,False
625.066,37.1895848,127.0987601,14.25,1.707,89,True
626.066,37.1896085,127.098747,14.25,2.325,89,True
627.066,37.1896307,127.0987369,14.25,2.489,94,True
628.066,37.1896529,127.0987282,14.25,2.556,94,True
629.066,37.1896744,127.0987177,14.25,2.563,94,True
630.066,37.1896968,127.0987075,14.25,2.558,94,True
631.066,37.1897184,127.0987011,14.25,2.479,65,True
632.066,37.1897389,127.0986956,14.25,2.388,65,True
633.066,37.1897575,127.0986832,14.25,2.35,55,True
634.066,37.1897685,127.0986619,14.25,2.164,55,True
635.066,37.1897844,127.0986458,14.25,2.191,43,True
636.066,37.1898046,127.0986473,14.25,2.037,43,True
637.066,37.1898255,127.0986621,14.25,2.162,48,True
638.066,37.1898519,127.0986737,14.25,2.639,48,True
639.066,37.1898603,127.0986775,14.25,1.73,63,True
640.066,37.1898881,127.0986769,14.25,2.334,63,True
641.066,37.1899066,127.0986687,14.25,2.266,79,True
642.066,37.1899255,127.0986573,14.25,2.279,79,True
643.066,37.1899443,127.0986555,14.25,2.212,90,True
644.066,37.1899633,127.0986496,14.25,2.195,90,True
645.066,37.18998,127.098644,14.25,2.035,93,True
646.066,37.1899993,127.0986381,14.25,2.144,93,True
647.066,37.1900151,127.098636,14.25,1.948,88,True
648.066,37.1900314,127.0986441,14.25,1.912,88,True
649.066,37.1900526,127.0986373,14.25,2.089,92,True
650.066,37.1900692,127.0986337,14.25,2.001,92,True
651.066,37.1900895,127.0986253,14.25,2.169,91,True
652.066,37.1901055,127.0986253,14.25,1.961,91,True
653.066,37.1901241,127.0986201,14.25,2.059,88,True
654.066,37.1901434,127.0986123,14.25,2.087,88,True
655.066,37.1901599,127.0986205,14.25,1.888,81,True
656.066,37.1901795,127.0986067,14.25,1.986,81,True
657.066,37.1901989,127.0986014,14.25,2.095,64,True
658.066,37.190217,127.0985973,14.25,2.02,64,True
659.066,37.190234,127.0985829,14.25,2.002,40,True
660.066,37.1902449,127.0985752,14.25,1.723,40,True
661.066,37.1902642,127.0985671,14.25,1.97,44,True
662.066,37.190282,127.0985573,14.25,2.136,44,True
663.066,37.1903009,127.0985533,14.25,2.192,57,True
664.066,37.1903213,127.098546,14.25,2.288,57,True
665.066,37.1903406,127.0985455,14.25,2.218,58,True
666.066,37.190364,127.0985434,14.25,2.459,58,True
667.066,37.1903833,127.0985431,14.25,2.279,79,True
668.066,37.190402,127.0985439,14.25,2.201,79,True
669.066,37.1904212,127.09854,14.25,2.212,81,True
670.066,37.1904402,127.0985321,14.25,2.198,81,True
671.066,37.1904567,127.0985245,14.25,2.077,87,True
672.066,37.190478,127.0985182,14.25,2.219,87,True
673.066,37.1905014,127.098517,14.25,2.407,92,True
674.066,37.190522,127.0985197,14.25,2.328,92,True
675.066,37.1905439,127.0985199,14.25,2.381,74,True
676.066,37.1905665,127.0985186,14.25,2.464,74,True
677.066,37.1905886,127.0985158,14.25,2.433,70,True
678.066,37.1906063,127.0985153,14.25,2.189,70,True
679.066,37.1906286,127.0985147,14.25,2.328,65,True
680.066,37.1906474,127.0985181,14.25,2.288,65,True
681.066,37.1906726,127.0985163,14.25,2.648,66,True
682.066,37.1906939,127.0985065,14.25,2.517,66,True
683.066,37.1907135,127.0984975,14.25,2.357,95,True
684.066,37.190738,127.0985003,14.25,2.486,95,True
685.066,37.1907587,127.098494,14.25,2.383,90,True
686.066,37.1907801,127.0984916,14.25,2.407,90,True
687.066,37.1908014,127.0984885,14.25,2.396,86,True
688.066,37.1908232,127.0984895,14.25,2.409,86,True
689.066,37.1908457,127.0984893,14.25,2.373,86,True
690.066,37.1908654,127.0984896,14.25,2.24,86,True
691.066,37.1908809,127.0984785,14.25,1.971,88,True
692.066,37.1909018,127.0984819,14.25,2.224,88,True
693.066,37.1909233,127.0984847,14.25,2.295,88,True
694.066,37.1909442,127.0984806,14.25,2.329,88,True
695.066,37.1909697,127.0984833,14.25,2.559,77,True
696.066,37.1909864,127.0984916,14.25,2.222,77,True
697.066,37.1910087,127.0985047,14.25,2.53,81,True
698.066,37.1910286,127.0985126,14.25,2.436,81,True
699.066,37.1910479,127.0985269,14.25,2.484,92,True
700.066,37.19107,127.0985306,14.25,2.49,92,True
701.066,37.191094,127.0985333,14.25,2.538,83,True
702.066,37.1911159,127.0985395,14.25,2.513,83,True
703.066,37.1911389,127.098537,14.25,2.569,80,True
704.066,37.1911622,127.0985392,14.25,2.595,80,True
705.066,37.1911857,127.0985375,14.25,2.608,83,True
706.066,37.1912065,127.098541,14.25,2.433,83,True
707.066,37.1912328,127.0985475,14.25,2.727,79,True
708.066,37.19125,127.0985487,14.25,2.193,79,True
709.066,37.1912749,127.0985466,14.25,2.481,84,True
710.066,37.1912979,127.098549,14.25,2.53,84,True
711.066,37.1913193,127.0985479,14.25,2.455,81,True
712.066,37.1913426,127.098544,14.25,2.501,81,True
713.066,37.1913706,127.0985308,14.25,2.907,80,True
714.066,37.1913943,127.0985366,14.25,2.76,80,True
715.066,37.1914159,127.098545,14.25,2.592,84,True
716.066,37.191442,127.0985433,14.25,2.644,84,True
717.066,37.191469,127.0985453,14.25,2.802,95,True
718.066,37.1914915,127.0985428,14.25,2.648,95,True
719.066,37.1915185,127.0985416,14.25,2.842,95,True
720.066,37.191541,127.0985466,14.25,2.616,95,True
721.066,37.1915674,127.0985429,14.25,2.737,93,True
722.066,37.1915922,127.0985407,14.25,2.785,93,True
723.066,37.1916154,127.0985427,14.25,2.662,92,True
724.066,37.19164,127.0985434,14.25,2.659,92,True
725.066,37.1916659,127.0985444,14.25,2.753,80,True
726.066,37.1916857,127.0985478,14.25,2.41,80,True
727.066,37.1917105,127.0985577,14.25,2.645,82,True
728.066,37.1917348,127.0985505,14.25,2.606,82,True
729.066,37.1917566,127.098544,14.25,2.509,86,True
730.066,37.1917849,127.0985437,14.25,2.783,86,True
731.066,37.1918088,127.0985418,14.25,2.746,87,True
732.066,37.1918335,127.0985443,14.25,2.713,87,True
733.066,37.1918577,127.0985422,14.25,2.621,75,True
734.066,37.1918803,127.0985414,14.25,2.557,75,True
735.066,37.1919077,127.0985381,14.25,2.813,73,True
736.066,37.191931,127.0985364,14.25,2.673,73,True
737.066,37.191953,127.0985334,14.25,2.53,87,True
738.066,37.1919755,127.0985267,14.25,2.56,87,True
739.066,37.192002,127.0985212,14.25,2.869,93,True
740.066,37.1920245,127.0985227,14.25,2.658,93,True
741.066,37.1920502,127.0985238,14.25,2.711,94,True
742.066,37.192075,127.0985224,14.25,2.741,94,True
743.066,37.1921006,127.0985214,14.25,2.78,93,True
744.066,37.1921266,127.0985212,14.25,2.833,93,True
745.066,37.1921489,127.0985174,14.25,2.565,91,True
746.066,37.1921769,127.0985162,14.25,2.868,91,True
747.066,37.1921997,127.0985168,14.25,2.682,89,True
748.066,37.1922237,127.098516,14.25,2.666,89,True
749.066,37.1922524,127.0985155,14.25,2.951,85,True
750.066,37.192276,127.0985151,14.25,2.73,85,True
751.066,37.1923051,127.0985137,14.25,2.953,86,True
752.066,37.1923319,127.0985121,14.25,2.968,86,True
753.066,37.1923579,127.0985146,14.25,2.898,84,True
754.066,37.1923829,127.0985151,14.25,2.814,84,True
755.066,37.1924109,127.0985124,14.25,2.912,84,True
756.066,37.192434,127.0985144,14.25,2.696,84,True
757.066,37.1924629,127.0985159,14.25,2.99,90,True
758.066,37.1924869,127.0985184,14.25,2.795,90,True
759.066,37.1925071,127.0985271,14.25,2.515,89,True
760.066,37.1925375,127.0985177,14.25,2.854,89,True
761.066,37.1925638,127.0985192,14.25,2.875,91,True
762.066,37.192589,127.0985136,14.25,2.779,91,True
763.066,37.1926169,127.0985096,14.25,2.911,94,True
764.066,37.1926421,127.0985118,14.25,2.791,94,True
765.066,37.1926686,127.0985114,14.25,2.81,88,True
766.066,37.1926945,127.0985113,14.25,2.853,88,True
767.066,37.1927213,127.0985087,14.25,2.864,85,True
768.066,37.1927469,127.0985102,14.25,2.851,85,True
769.066,37.192773,127.0985129,14.25,2.924,84,True
770.066,37.1927967,127.0985108,14.25,2.763,84,True
771.066,37.1928227,127.0985149,14.25,2.862,79,True
772.066,37.19285,127.098516,14.25,2.945,79,True
773.066,37.1928786,127.0985127,14.25,3.029,50,True
774.066,37.1929071,127.0985102,14.25,3.181,50,True
775.066,37.1929329,127.0985077,14.25,3.037,44,True
776.066,37.1929585,127.0985023,14.25,2.896,44,True
777.066,37.1929853,127.0985025,14.25,2.905,58,True
778.066,37.1930158,127.0984997,14.25,3.17,58,True
779.066,37.1930411,127.098501,14.25,3.014,58,True
780.066,37.1930683,127.0985027,14.25,3.01,58,True
781.066,37.1930971,127.0985038,14.25,3.095,60,True
782.066,37.1931195,127.0985059,14.25,2.768,60,True
783.066,37.1931427,127.0985179,14.25,2.657,68,True
784.066,37.1931683,127.0985194,14.25,2.729,68,True
785.066,37.1931938,127.0985164,14.25,2.768,75,True
786.066,37.1932195,127.0985138,14.25,2.808,75,True
787.066,37.1932469,127.0985134,14.25,2.885,62,True
788.066,37.1932762,127.0985123,14.25,3.08,62,True
789.066,37.1933038,127.0985081,14.25,3.079,53,True
790.066,37.1933305,127.0985037,14.25,3.004,53,True
791.066,37.1933532,127.098501,14.25,2.77,45,True
792.066,37.1933767,127.0984995,14.25,2.668,45,True
793.066,37.1933989,127.0984981,14.25,2.538,49,True
794.066,37.1934234,127.0984995,14.25,2.609,49,True
795.066,37.1934462,127.098501,14.25,2.598,73,True
796.066,37.1934708,127.0984948,14.25,2.685,73,True
797.066,37.1934928,127.0984958,14.25,2.546,96,True
798.066,37.1935188,127.0984993,14.25,2.698,96,True
799.066,37.1935444,127.0985025,14.25,2.792,94,True
800.066,37.1935686,127.098501,14.25,2.741,94,True
801.066,37.1935938,127.0984964,14.25,2.777,95,True
802.066,37.1936204,127.0984957,14.25,2.845,95,True
803.066,37.1936465,127.0984966,14.25,2.84,95,True
804.066,37.1936725,127.0984962,14.25,2.853,95,True
805.066,37.1936984,127.0984993,14.25,2.83,91,True
806.066,37.1937254,127.0985017,14.25,2.94,91,True
807.066,37.1937507,127.0985078,14.25,2.87,65,True
808.066,37.1937788,127.0985133,14.25,3.023,65,True
809.066,37.1938003,127.0985133,14.25,2.568,65,True
810.066,37.1938314,127.0985139,14.25,3.075,65,True
811.066,37.1938556,127.0985135,14.25,2.799,72,True
812.066,37.1938836,127.0985117,14.25,2.958,72,True
813.066,37.1939095,127.0985111,14.25,2.904,69,True
814.066,37.1939308,127.098511,14.25,2.632,69,True
815.066,37.1939568,127.0985102,14.25,2.746,77,True
816.066,37.1939812,127.0985081,14.25,2.763,77,True
817.066,37.1940026,127.0985011,14.25,2.629,69,True
818.066,37.1940256,127.0984914,14.25,2.664,69,True
819.066,37.1940473,127.0984796,14.25,2.631,45,True
820.066,37.1940683,127.0984775,14.25,2.391,45,True
821.066,37.1940922,127.0984793,14.25,2.482,41,True
822.066,37.1941153,127.0984807,14.25,2.504,41,True
823.066,37.194134,127.0984784,14.25,2.307,48,True
824.066,37.1941541,127.0984751,14.25,2.287,48,True
825.066,37.1941732,127.0984832,14.25,2.224,94,True
826.066,37.1941992,127.0984945,14.25,2.601,94,True
827.066,37.1942222,127.0984975,14.25,2.57,84,True
828.066,37.1942458,127.0985002,14.25,2.6,84,True
829.066,37.1942722,127.0985014,14.25,2.746,75,True
830.066,37.1942956,127.0985006,14.25,2.655,75,True
831.066,37.1943212,127.0985007,14.25,2.721,75,True
832.066,37.1943452,127.0985029,14.25,2.651,75,True
833.066,37.1943712,127.098504,14.25,2.763,74,True
834.066,37.1943936,127.0984997,14.25,2.57,74,True
835.066,37.1944178,127.0985004,14.25,2.598,65,True
836.066,37.1944391,127.0984953,14.25,2.565,65,True
837.066,37.1944638,127.0984946,14.25,2.638,47,True
838.066,37.1944877,127.0984975,14.25,2.595,47,True
839.066,37.1945128,127.0984998,14.25,2.699,46,True
840.066,37.1945294,127.0985136,14.25,2.263,46,True
841.066,37.1945534,127.0985274,14.25,2.535,76,True
842.066,37.194573,127.0985312,14.25,2.327,76,True
843.066,37.1945934,127.09853,14.25,2.254,63,True
844.066,37.1946087,127.0985273,14.25,1.956,63,True
845.066,37.1946276,127.0985263,14.25,1.995,60,True
846.066,37.1946474,127.0985269,14.25,2.116,60,True
847.066,37.1946661,127.0985237,14.25,2.092,67,True
848.066,37.1946885,127.0985233,14.25,2.322,67,True
849.066,37.194714,127.0985254,14.25,2.599,68,True
850.066,37.1947379,127.09852,14.25,2.647,68,True
851.066,37.1947618,127.0985201,14.25,2.637,66,True
852.066,37.1947844,127.0985237,14.25,2.56,66,True
853.066,37.1948021,127.0985272,14.25,2.234,59,True
854.066,37.1948192,127.0985359,14.25,2.118,59,True
855.066,37.1948432,127.0985393,14.25,2.37,68,True
856.066,37.1948683,127.0985362,14.25,2.518,68,True
857.066,37.1948937,127.0985324,14.25,2.672,71,True
858.066,37.1949156,127.0985368,14.25,2.576,71,True
859.066,37.1949377,127.0985436,14.25,2.508,73,True
860.066,37.1949581,127.0985487,14.25,2.386,73,True
861.066,37.1949792,127.0985556,14.25,2.358,77,True
862.066,37.1949991,127.0985585,14.25,2.26,77,True
863.066,37.195022,127.0985598,14.25,2.385,70,True
864.066,37.1950419,127.0985623,14.25,2.282,70,True
865.066,37.1950621,127.098566,14.25,2.227,59,True
866.066,37.1950929,127.0985673,14.25,2.784,59,True
867.066,37.1951148,127.0985645,14.25,2.604,58,True
868.066,37.1951368,127.0985668,14.25,2.511,58,True
869.066,37.195161,127.0985675,14.25,2.584,74,True
870.066,37.1951826,127.0985684,14.25,2.491,74,True
871.066,37.1952007,127.0985689,14.25,2.234,66,True
872.066,37.1952227,127.0985669,14.25,2.288,66,True
873.066,37.195248,127.098565,14.25,2.548,65,True
874.066,37.1952715,127.0985617,14.25,2.553,65,True
875.066,37.1952955,127.0985592,14.25,2.618,66,True
876.066,37.1953164,127.0985535,14.25,2.471,66,True
877.066,37.1953259,127.0985563,14.25,1.725,72,True
878.066,37.1953493,127.0985569,14.25,2.212,72,True
879.066,37.1953662,127.0985489,14.25,2.142,57,True
880.066,37.1953829,127.0985381,14.25,2.071,57,True
881.066,37.1953986,127.0985308,14.25,1.985,40,True
882.066,37.1954178,127.0985205,14.25,2.175,40,True
883.066,37.1954299,127.0985105,14.25,1.967,40,True
884.066,37.1954539,127.0985055,14.25,2.324,40,True
885.066,37.1954748,127.0985089,14.25,2.289,50,True
886.066,37.1954961,127.0985109,14.25,2.321,50,True
887.066,37.1955209,127.0985113,14.25,2.532,60,True
888.066,37.1955467,127.0985123,14.25,2.712,60,True
889.066,37.1955663,127.0985136,14.25,2.369,59,True
890.066,37.1955846,127.0985179,14.25,2.214,59,True
891.066,37.1956073,127.0985223,14.25,2.393,58,True
892.066,37.1956279,127.0985225,14.25,2.328,58,True
893.066,37.1956468,127.0985229,14.25,2.193,73,True
894.066,37.1956697,127.0985221,14.25,2.361,73,True
895.066,37.1956927,127.0985221,14.25,2.479,81,True
896.066,37.1957153,127.0985239,14.25,2.513,81,True
897.066,37.1957354,127.098529,14.25,2.383,74,True
898.066,37.1957567,127.0985269,14.25,2.397,74,True
899.066,37.1957811,127.0985204,14.25,2.54,67,True
900.066,37.1958052,127.0985198,14.25,2.621,67,True
901.066,37.19583,127.098518,14.25,2.684,72,True
902.066,37.1958592,127.098511,14.25,2.92,72,True
903.066,37.1958819,127.0985062,14.25,2.732,81,True
904.066,37.1959056,127.0985014,14.25,2.688,81,True
905.066,37.1959277,127.0985007,14.25,2.565,78,True
906.066,37.1959504,127.098498,14.25,2.529,78,True
907.066,37.1959756,127.0984922,14.25,2.651,71,True
908.066,37.1960006,127.0984889,14.25,2.694,71,True
909.066,37.1960246,127.0984873,14.25,2.668,70,True
910.066,37.196049,127.0984839,14.25,2.658,70,True
911.066,37.19607,127.0984818,14.25,2.441,67,True
912.066,37.1960921,127.0984729,14.25,2.402,67,True
913.066,37.1961165,127.0984663,14.25,2.563,68,True
914.066,37.1961392,127.0984647,14.25,2.491,68,True
915.066,37.1961605,127.0984712,14.25,2.425,62,True
916.066,37.1961838,127.0984762,14.25,2.532,62,True
917.066,37.1962102,127.098476,14.25,2.731,65,True
918.066,37.1962373,127.0984745,14.25,2.885,65,True
919.066,37.1962623,127.0984737,14.25,2.881,73,True
920.066,37.1962879,127.098474,14.25,2.89,73,True
921.066,37.196312,127.0984738,14.25,2.776,57,True
922.066,37.196337,127.0984759,14.25,2.753,57,True
923.066,37.1963622,127.0984814,14.25,2.793,52,True
924.066,37.1963857,127.0984813,14.25,2.691,52,True
925.066,37.196412,127.0984797,14.25,2.77,62,True
926.066,37.1964313,127.0984742,14.25,2.477,62,True
927.066,37.1964567,127.0984737,14.25,2.686,62,True
928.066,37.1964794,127.0984804,14.25,2.635,62,True
929.066,37.1965071,127.0984839,14.25,2.834,56,True
930.066,37.1965321,127.0984859,14.25,2.795,56,True
931.066,37.1965561,127.0984858,14.25,2.704,51,True
932.066,37.1965787,127.0984867,14.25,2.599,51,True
933.066,37.1966037,127.0984867,14.25,2.679,54,True
934.066,37.196626,127.0984804,14.25,2.567,54,True
935.066,37.1966466,127.0984747,14.25,2.423,63,True
936.066,37.1966677,127.0984761,14.25,2.361,63,True
937.066,37.1966889,127.0984761,14.25,2.338,71,True
938.066,37.1967105,127.0984741,14.25,2.367,71,True
939.066,37.1967305,127.0984767,14.25,2.292,73,True
940.066,37.1967507,127.098478,14.25,2.22,73,True
941.066,37.1967689,127.0984758,14.25,2.125,64,True
942.066,37.1967864,127.0984763,14.25,2.061,64,True
943.066,37.1968043,127.0984763,14.25,2.005,63,True
944.066,37.1968226,127.0984758,14.25,2.019,63,True
945.066,37.1968364,127.0984782,14.25,1.766,0,False
946.066,37.1968447,127.0984842,14.25,1.296,0,False
947.066,37.1968487,127.0984924,14.25,0.993,0,False
948.066,37.1968479,127.0984935,14.25,0.384,0,False
949.066,37.1968462,127.0984925,14.25,0.038,0,False
950.066,37.1968453,127.0984945,14.25,0.079,0,False
951.066,37.196845,127.0984942,14.25,0.0,0,False
952.066,37.1968443,127.0984974,14.25,0.129,0,False
953.066,37.1968452,127.0984963,14.25,0.068,0,False
954.066,37.196845,127.0984961,14.25,0.0,0,False
955.066,37.196845,127.0984961,14.25,0.0,0,False
956.066,37.196845,127.0984961,14.25,0.0,0,False
957.066,37.196845,127.0984961,14.25,0.0,0,False
958.066,37.196845,127.0984961,14.25,0.0,0,False
959.066,37.196845,127.0984961,14.25,0.0,0,False
960.066,37.196845,127.0984961,14.25,0.0,0,False
961.066,37.196845,127.0984961,14.25,0.0,0,False
962.066,37.196845,127.0984961,14.25,0.0,0,False
963.066,37.196845,127.0984961,14.25,0.0,0,False
964.066,37.196845,127.0984961,14.25,0.0,0,False
965.066,37.196845,127.0984961,14.25,0.0,0,False
966.066,37.196845,127.0984961,14.25,0.0,0,False
967.066,37.196845,127.0984961,14.25,0.0,0,False
968.066,37.196845,127.0984961,14.25,0.0,0,False
969.066,37.196845,127.0984961,14.25,0.0,0,False
970.066,37.196845,127.0984961,14.25,0.0,0,False
971.066,37.196845,127.0984961,14.25,0.0,0,False
972.066,37.196845,127.0984961,14.25,0.0,0,False
973.066,37.196845,127.0984961,14.25,0.0,0,False
974.066,37.196845,127.0984961,14.25,0.0,0,False
975.066,37.196845,127.0984961,14.25,0.0,0,False
976.066,37.196845,127.0984961,14.25,0.0,0,False
977.066,37.196845,127.0984961,14.25,0.0,0,False
978.066,37.196845,127.0984961,14.25,0.0,0,False
979.066,37.196845,127.0984961,14.25,0.0,0,False
980.066,37.196845,127.0984961,14.25,0.0,0,False
981.066,37.196845,127.0984961,14.25,0.0,0,False
982.066,37.196845,127.0984961,14.25,0.0,0,False
983.066,37.196845,127.0984961,14.25,0.0,0,False
984.066,37.196845,127.0984961,14.25,0.0,0,False
985.066,37.196845,127.0984961,14.25,0.0,0,False
986.066,37.196845,127.0984961,14.25,0.0,0,False
987.066,37.196845,127.0984961,14.25,0.0,0,False
988.066,37.196845,127.0984961,14.25,0.0,0,False
989.066,37.196845,127.0984961,14.25,0.0,0,False
990.066,37.196845,127.0984961,14.25,0.0,0,False
991.066,37.196845,127.0984961,14.25,0.0,0,False
992.066,37.196845,127.0984961,14.25,0.0,0,False
993.066,37.196845,127.0984961,14.25,0.0,0,False
994.066,37.1968481,127.0985196,14.25,0.134,0,False
995.066,37.196848,127.0985194,14.25,0.0,0,False
996.066,37.196848,127.0985194,14.25,0.0,0,False
997.066,37.196848,127.0985194,14.25,0.0,0,False
998.066,37.196848,127.0985194,14.25,0.0,0,False
999.066,37.196848,127.0985194,14.25,0.0,0,False
1000.066,37.196848,127.0985194,14.25,0.0,0,False
1001.066,37.196848,127.0985194,14.25,0.0,0,False
1002.066,37.196848,127.0985194,14.25,0.0,0,False
