노선명,노선번호,시도명,시군구명,기점도로명주소,기점지번주소,종점도로명주소,종점지번주소,기점위도,기점경도,종점위도,종점경도,주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자
동탄순환대로3길R,229,경기도,화성시,,경기도 화성시 동탄구 송동 705-1,,경기도 화성시 동탄구 송동 716,,,,,,0.25,,5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로5길L,230,경기도,화성시,,경기도 화성시 동탄구 송동 722,,경기도 화성시 동탄구 송동 725-1,,,,,,0.4,,5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로5길R,231,경기도,화성시,,경기도 화성시 동탄구 송동 722,,경기도 화성시 동탄구 송동 725-1,,,,,,0.4,,5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로L,232,경기도,화성시,,경기도 화성시 동탄구 산척동 603-1,,경기도 화성시 동탄구 여울동 403,,,,,,2.3,,5.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로L,246,경기도,화성시,,경기도 화성시 동탄구 산척동 359,,경기도 화성시 동탄구 산척동 359,,,,,,0.23,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로L,247,경기도,화성시,,경기도 화성시 동탄구 산척동 산 120-5,,경기도 화성시 동탄구 산척동 산 120-5,,,,,,0.3,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로L,250,경기도,화성시,,경기도 화성시 동탄구 목동 247-2,,경기도 화성시 동탄구 청계동 538-1,,,,,,1.4,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
왕배산길R,253,경기도,화성시,,경기도 화성시 동탄구 목동 252-1,,경기도 화성시 동탄구 목동 340,,,,,,0.18,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
왕배산길L,254,경기도,화성시,,경기도 화성시 동탄구 목동 251-4,,경기도 화성시 동탄구 목동 340,,,,,,0.18,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로18길R,255,경기도,화성시,,경기도 화성시 동탄구 목동 245-3,,경기도 화성시 동탄구 목동 504-4,,,37.1863930938,127.1263574274,,0.19,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로18길L,256,경기도,화성시,,경기도 화성시 동탄구 목동 245-3,,경기도 화성시 동탄구 목동 504-4,,,37.1863930938,127.1263574274,,0.19,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄신리천로R,257,경기도,화성시,,경기도 화성시 동탄구 목동 504,,경기도 화성시 동탄구 목동 505,37.1856481558,127.1234048122,37.1830574401,127.1204061336,,0.35,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄신리천로R,258,경기도,화성시,,경기도 화성시 동탄구 목동 산 97-1,,경기도 화성시 동탄구 여울동 400,,,,,,1.6,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로10길,260,경기도,화성시,,경기도 화성시 동탄구 산척동 777,,경기도 화성시 동탄구 산척동 740,,,,,,1.2,,2.8,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄영천로 R,303,경기도,화성시,,경기도 화성시 동탄구 영천동 712,,경기도 화성시 동탄구 영천동 95,37.2093330873,127.1010903376,,,,0.6,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로 L,304,경기도,화성시,,경기도 화성시 동탄구 영천동 787,,경기도 화성시 동탄구 영천동 661,,,,,,0.3,,4.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로L,307,경기도,화성시,,경기도 화성시 동탄구 영천동 712,,경기도 화성시 동탄구 영천동 712,37.2093330873,127.1010903376,37.2093330873,127.1010903376,,0.4,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로L,308,경기도,화성시,,경기도 화성시 동탄구 영천동 731,,경기도 화성시 동탄구 영천동 712,,,37.2093330873,127.1010903376,,0.86,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄지동천로L,312,경기도,화성시,,경기도 화성시 동탄구 청계동 550-1,,경기도 화성시 동탄구 청계동 512-1,,,,,,2,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로시범길L,321,경기도,화성시,,경기도 화성시 동탄구 청계동 522,,경기도 화성시 동탄구 청계동 522,,,,,,0.6,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로시범길R,322,경기도,화성시,,경기도 화성시 동탄구 청계동 524,,경기도 화성시 동탄구 청계동 524,,,,,,1.1,,1.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로시범길R,323,경기도,화성시,,경기도 화성시 동탄구 청계동 524,,경기도 화성시 동탄구 청계동 524,,,,,,0.9,,1.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로시범길R,324,경기도,화성시,,경기도 화성시 동탄구 청계동 522,,경기도 화성시 동탄구 청계동 522,,,,,,0.3,,1.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로시범길L,325,경기도,화성시,,경기도 화성시 동탄구 청계동 524,,경기도 화성시 동탄구 청계동 524,,,,,,1.1,,1.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로시범길L,326,경기도,화성시,,경기도 화성시 동탄구 청계동 524,,경기도 화성시 동탄구 청계동 522,,,,,,0.9,,1.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로R,329,경기도,화성시,,경기도 화성시 동탄구 청계동 554,,경기도 화성시 동탄구 청계동 554,,,,,,0.5,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄치동천로R,332,경기도,화성시,,경기도 화성시 동탄구 영천동 651-1837,,경기도 화성시 동탄구 영천동 746,,,,,,0.7,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄치동천로1길R,333,경기도,화성시,,경기도 화성시 동탄구 영천동 723,,경기도 화성시 동탄구 영천동 780,,,,,,0.4,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동찬치동천로1길L,334,경기도,화성시,,경기도 화성시 동탄구 영천동 723,,경기도 화성시 동탄구 영천동 780,,,,,,0.4,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄치동천로1길R,335,경기도,화성시,,경기도 화성시 동탄구 영천동 772,,경기도 화성시 동탄구 영천동 772,,,,,,0.3,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄치동천로1길L,336,경기도,화성시,,경기도 화성시 동탄구 영천동 772,,경기도 화성시 동탄구 영천동 772,,,,,,0.3,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄청계로R,337,경기도,화성시,,경기도 화성시 동탄구 청계동 526,,경기도 화성시 동탄구 청계동 537,,,,,,1.1,,2.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄청계로R,338,경기도,화성시,,경기도 화성시 동탄구 청계동 537,,경기도 화성시 동탄구 청계동 555,,,,,,0.5,,2.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄청계로R,339,경기도,화성시,,경기도 화성시 동탄구 청계동 555,,경기도 화성시 동탄구 청계동 555,,,,,,0.4,,2.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로L,341,경기도,화성시,,경기도 화성시 동탄구 여울동 401,,경기도 화성시 동탄구 청계동 560,,,,,,2,,4.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단7길R,500,경기도,화성시,,경기도 화성시 동탄구 방교동 778-4,,경기도 화성시 동탄구 방교동 822,,,,,,2.9,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단7길R,501,경기도,화성시,,경기도 화성시 동탄구 방교동 874-18,,경기도 화성시 동탄구 방교동 874-18,,,,,,0.4,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로R,502,경기도,화성시,,경기도 화성시 동탄구 방교동 792,,경기도 화성시 동탄구 방교동 868,,,,,,2,,2,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로L,503,경기도,화성시,,경기도 화성시 동탄구 방교동 792,,경기도 화성시 동탄구 방교동 868,,,,,,2.5,,2,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로257번길L,504,경기도,화성시,,경기도 화성시 동탄구 방교동 786,,경기도 화성시 동탄구 방교동 791,,,,,,0.4,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로231번길L,505,경기도,화성시,,경기도 화성시 동탄구 방교동 877-3,,경기도 화성시 동탄구 방교동 792,,,,,,0.35,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단10길L,506,경기도,화성시,,경기도 화성시 동탄구 방교동 791,,경기도 화성시 동탄구 방교동 791,,,,,,0.3,,1,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단10길R,507,경기도,화성시,,경기도 화성시 동탄구 방교동 793,,경기도 화성시 동탄구 방교동 793,,,,,,0.5,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단10길R,508,경기도,화성시,,경기도 화성시 동탄구 방교동 784-3,,경기도 화성시 동탄구 방교동 784-3,,,,,,0.2,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단8길L,509,경기도,화성시,,경기도 화성시 동탄구 방교동 810,,경기도 화성시 동탄구 방교동 854,,,,,,0.5,,2,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단8길R,510,경기도,화성시,,경기도 화성시 동탄구 방교동 810,,경기도 화성시 동탄구 방교동 854,,,,,,0.8,,2,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단3길L,511,경기도,화성시,,경기도 화성시 동탄구 방교동 819,,경기도 화성시 동탄구 방교동 866,,,,,,0.8,,2,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단3길R,512,경기도,화성시,,경기도 화성시 동탄구 방교동 819,,경기도 화성시 동탄구 방교동 866,,,,,,0.8,,2,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단1길L,513,경기도,화성시,,경기도 화성시 동탄구 방교동 822,,경기도 화성시 동탄구 방교동 822,,,,,,0.3,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단3길L,514,경기도,화성시,,경기도 화성시 동탄구 방교동 820,,경기도 화성시 동탄구 방교동 816,,,,,,0.6,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단5길L,515,경기도,화성시,,경기도 화성시 동탄구 방교동 814,,경기도 화성시 동탄구 방교동 814,,,,,,0.2,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단6길L,516,경기도,화성시,,경기도 화성시 동탄구 방교동 856,,경기도 화성시 동탄구 방교동 858,,,,,,0.9,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단6길L,517,경기도,화성시,,경기도 화성시 동탄구 방교동 859,,경기도 화성시 동탄구 방교동 859,,,,,,0.4,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단5길L,518,경기도,화성시,,경기도 화성시 동탄구 방교동 813,,경기도 화성시 동탄구 방교동 813,,,,,,0.4,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
"동탄산단6,8길R",519,경기도,화성시,,경기도 화성시 동탄구 방교동 852,,경기도 화성시 동탄구 방교동 855,,,,,,1.1,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
"동탄산단2,4길R",520,경기도,화성시,,경기도 화성시 동탄구 방교동 855,,경기도 화성시 동탄구 방교동 867,,,,,,0.75,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단2길R,521,경기도,화성시,,경기도 화성시 동탄구 방교동 869,,경기도 화성시 동탄구 방교동 869,,,,,,0.3,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단2길L,522,경기도,화성시,,경기도 화성시 동탄구 방교동 869,,경기도 화성시 동탄구 방교동 869,,,,,,0.4,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로R(기점->1),523,경기도,화성시,,경기도 화성시 동탄구 방교동 847-4,,경기도 화성시 동탄구 방교동 847-4,,,,,,0.1,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로R(2->종점),523,경기도,화성시,,경기도 화성시 동탄구 방교동 844-5,,경기도 화성시 동탄구 방교동 867,,,,,,0.1,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단2길R,524,경기도,화성시,,경기도 화성시 동탄구 방교동 844-5,,경기도 화성시 동탄구 방교동 844-5,,,,,,0.1,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단2길L,525,경기도,화성시,,경기도 화성시 동탄구 방교동 833-7,,경기도 화성시 동탄구 방교동 833-7,,,,,,0.14,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단2길R,526,경기도,화성시,,경기도 화성시 동탄구 방교동 833-7,,경기도 화성시 동탄구 방교동 833-7,,,,,,0.13,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로L,527,경기도,화성시,,경기도 화성시 동탄구 방교동 827-5,,경기도 화성시 동탄구 방교동 827-5,,,,,,0.14,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로L,528,경기도,화성시,,경기도 화성시 동탄구 방교동 829-7,,경기도 화성시 동탄구 방교동 827-5,,,,,,0.14,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단9길L,529,경기도,화성시,,경기도 화성시 동탄구 방교동 851,,경기도 화성시 동탄구 방교동 851,,,,,,0.3,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단9길R,530,경기도,화성시,,경기도 화성시 동탄구 방교동 850,,경기도 화성시 동탄구 방교동 850,,,,,,0.25,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄산단9길L,531,경기도,화성시,,경기도 화성시 동탄구 방교동 850,,경기도 화성시 동탄구 방교동 850,,,,,,0.22,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로,532R,경기도,화성시,,경기도 화성시 동탄구 영천동 167-6,,경기도 화성시 동탄구 여울동 1070,,,,,,3.4,,1.8,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로,532L,경기도,화성시,,경기도 화성시 동탄구 영천동 167-6,,경기도 화성시 동탄구 여울동 1070,,,,,,3.4,,1.8,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로R,533R,경기도,화성시,,경기도 화성시 동탄구 영천동 805,,경기도 화성시 동탄구 영천동 712,,,37.2093330873,127.1010903376,,0.9,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄순환대로L,533L,경기도,화성시,,경기도 화성시 동탄구 영천동 805,,경기도 화성시 동탄구 영천동 712,,,37.2093330873,127.1010903376,,0.9,,1.8,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄원천로,534R,경기도,화성시,,경기도 화성시 동탄구 여울동 1049,,경기도 화성시 동탄구 여울동 1049,,,,,,0.34,,2.8,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄원천로,534L,경기도,화성시,,경기도 화성시 동탄구 여울동 1049,,경기도 화성시 동탄구 여울동 1049,,,,,,0.34,,2.8,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로R,535R,경기도,화성시,,경기도 화성시 동탄구 여울동 1051,,경기도 화성시 동탄구 여울동 1052,,,,,,0.23,,4.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로R,535L,경기도,화성시,,경기도 화성시 동탄구 여울동 1051,,경기도 화성시 동탄구 여울동 1052,,,,,,0.23,,2.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로536R,536R,경기도,화성시,,경기도 화성시 동탄구 여울동 1051-2,,경기도 화성시 동탄구 여울동 1051-2,,,,,,0.19,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로536L,536L,경기도,화성시,,경기도 화성시 동탄구 여울동 1051-2,,경기도 화성시 동탄구 여울동 1051-2,,,,,,0.19,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄광역환승로R,537R,경기도,화성시,,경기도 화성시 동탄구 석우동 638,,경기도 화성시 동탄구 여울동 1053,,,,,,0.8,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로 538R,538R,경기도,화성시,,경기도 화성시 동탄구 여울동 967-645,,경기도 화성시 동탄구 여울동 967-1185,,,,,,0.18,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로 538R,538L,경기도,화성시,,경기도 화성시 동탄구 여울동 967-645,,경기도 화성시 동탄구 여울동 967-1185,,,,,,0.18,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동539,539,경기도,화성시,,경기도 화성시 동탄구 여울동 1055-2,,경기도 화성시 동탄구 여울동 967-1181,,,,,,0.12,,2,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄오산로R,540R,경기도,화성시,,경기도 화성시 동탄구 여울동 979,,경기도 화성시 동탄구 여울동 1060,,,37.1983028211,127.0866204062,,0.76,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄감배산로R,541R,경기도,화성시,,경기도 화성시 동탄구 여울동 1055,,경기도 화성시 동탄구 여울동 1056,,,,,,0.32,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄감배산로L,541L,경기도,화성시,,경기도 화성시 동탄구 여울동 1055,,경기도 화성시 동탄구 여울동 1056,,,,,,0.32,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄감배산로543R,543R,경기도,화성시,,경기도 화성시 동탄구 여울동 1057,,경기도 화성시 동탄구 여울동 1059,,,,,,0.41,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄감배산로543R,543L,경기도,화성시,,경기도 화성시 동탄구 여울동 1057,,경기도 화성시 동탄구 여울동 1059,,,,,,0.41,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동544R,544R,경기도,화성시,,경기도 화성시 동탄구 여울동 1056,,경기도 화성시 동탄구 여울동 1058,,,,,,0.28,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동544L,544L,경기도,화성시,,경기도 화성시 동탄구 여울동 1056,,경기도 화성시 동탄구 여울동 1058,,,,,,0.28,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동545R,545R,경기도,화성시,,경기도 화성시 동탄구 여울동 1057,,경기도 화성시 동탄구 여울동 1057,,,,,,0.11,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동545L,545L,경기도,화성시,,경기도 화성시 동탄구 여울동 1057,,경기도 화성시 동탄구 여울동 1057,,,,,,0.11,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동546R,546R,경기도,화성시,,경기도 화성시 동탄구 여울동 1057,,경기도 화성시 동탄구 여울동 1057,,,,,,0.16,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동546L,546L,경기도,화성시,,경기도 화성시 동탄구 여울동 1057,,경기도 화성시 동탄구 여울동 1057,,,,,,0.16,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동547R,547R,경기도,화성시,,경기도 화성시 동탄구 여울동 1057,,경기도 화성시 동탄구 여울동 1061,,,,,,0.06,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동547L,547L,경기도,화성시,,경기도 화성시 동탄구 여울동 1057,,경기도 화성시 동탄구 여울동 1061,,,,,,0.06,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동 548R,548R,경기도,화성시,,경기도 화성시 동탄구 여울동 987-1,,경기도 화성시 동탄구 여울동 1058,,,,,,0.11,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
여울동 548L,548L,경기도,화성시,,경기도 화성시 동탄구 여울동 987-1,,경기도 화성시 동탄구 여울동 1058,,,,,,0.11,,4,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄감배산로550L,550L,경기도,화성시,,경기도 화성시 동탄구 여울동 1063,,경기도 화성시 동탄구 여울동 1063,,,,,,0.29,,2.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄기흥로353번길,551,경기도,화성시,,경기도 화성시 동탄구 여울동 1061,,경기도 화성시 동탄구 여울동 1072,,,,,,1.2,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄신리천로L,553L,경기도,화성시,,경기도 화성시 동탄구 여울동 1067,,경기도 화성시 동탄구 여울동 1078,,,,,,1.4,,3.5,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동부대로555R,555R,경기도,화성시,,경기도 화성시 동탄구 여울동 1072-3,,경기도 화성시 동탄구 방교동 877-1,,,,,,0.29,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동부대로555L,555L,경기도,화성시,,경기도 화성시 동탄구 여울동 1072-3,,경기도 화성시 동탄구 방교동 877-1,,,,,,0.29,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로21길 557,557,경기도,화성시,,경기도 화성시 동탄구 여울동 970,,경기도 화성시 동탄구 여울동 967-2444,,,,,,0.27,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄오산로 558L,558L,경기도,화성시,,경기도 화성시 동탄구 여울동 산88-74,,경기도 화성시 동탄구 여울동 산88-95,,,,,,0.16,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로19길L,559L,경기도,화성시,,경기도 화성시 동탄구 여울동 1073,,경기도 화성시 동탄구 여울동 산88-81,,,,,,0.2,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄역로R,560R,경기도,화성시,,경기도 화성시 동탄구 여울동 1073,,경기도 화성시 동탄구 여울동 산88-14,,,,,,0.15,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄역로L,560L,경기도,화성시,,경기도 화성시 동탄구 여울동 1073,,경기도 화성시 동탄구 여울동 산88-14,,,,,,0.15,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄역로 561,561,경기도,화성시,경기도 화성시 동탄구 동탄대로 451,,,경기도 화성시 동탄구 여울동 227-11,,,,,,0.53,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
동탄대로11길 564,563,경기도,화성시,,경기도 화성시 동탄구 여울동 962-35,,경기도 화성시 동탄구 여울동 4078-8,,,,,,0.27,,3,자전거보행자겸용도로,Y,경기도 화성시 동탄구청 안전건설과,031-5189-6860,2026-06-01
전곡산단3길 R,,경기도,화성시,,경기도 화성시 만세구 서신면 전곡리 1067,,경기도 화성시 만세구 서신면 전곡리 1131,37.189821,126.655620,37.191016,126.659610,,0.38,,1.5,자전거보행자겸용도로,Y,경기도 화성시 만세구청 안전건설과,031-5189-1054,2026-06-01
